Year,Office,County,Party,Votes,Percent,GEOID20,
2022,US Congress,PIKE,Libertarian,,0.00,42103,
2022,US Congress,POTTER,Libertarian,,0.00,42105,
2022,US Congress,SCHUYLKILL,Libertarian,,0.00,42107,
2022,US Congress,SNYDER,Libertarian,,0.00,42109,
2022,US Congress,SOMERSET,Libertarian,,0.00,42111,
2022,US Congress,SULLIVAN,Libertarian,,0.00,42113,
2022,US Congress,SUSQUEHANNA,Libertarian,,0.00,42115,
2022,US Congress,TIOGA,Libertarian,,0.00,42117,
2022,US Congress,UNION,Libertarian,,0.00,42119,
2022,US Congress,VENANGO,Libertarian,,0.00,42121,
2022,US Congress,WARREN,Libertarian,,0.00,42123,
2022,US Congress,WASHINGTON,Libertarian,,0.00,42125,
2022,US Congress,WAYNE,Libertarian,,0.00,42127,
2022,US Congress,WESTMORELAND,Libertarian,,0.00,42129,
2022,US Congress,WYOMING,Libertarian,,0.00,42131,
2022,US Congress,YORK,Libertarian,,0.00,42133,
2022,US Senator,ADAMS,Libertarian,704,1.52,42001,
2022,US Senator,ALLEGHENY,Libertarian,5190,0.90,42003,
2022,US Senator,ARMSTRONG,Libertarian,465,1.64,42005,
2022,US Senator,BEAVER,Libertarian,1143,1.56,42007,
2022,US Senator,BEDFORD,Libertarian,261,1.17,42009,
2022,US Senator,BERKS,Libertarian,3288,2.14,42011,
2022,US Senator,BLAIR,Libertarian,627,1.25,42013,
2022,US Senator,BRADFORD,Libertarian,450,1.92,42015,
2022,US Senator,BUCKS,Libertarian,4633,1.47,42017,
2022,US Senator,BUTLER,Libertarian,1346,1.44,42019,
2022,US Senator,CAMBRIA,Libertarian,868,1.54,42021,
2022,US Senator,CAMERON,Libertarian,46,2.44,42023,
2022,US Senator,CARBON,Libertarian,559,2.13,42025,
2022,US Senator,CENTRE,Libertarian,834,1.34,42027,
2022,US Senator,CHESTER,Libertarian,3586,1.39,42029,
2022,US Senator,CLARION,Libertarian,238,1.55,42031,
2022,US Senator,CLEARFIELD,Libertarian,489,1.56,42033,
2022,US Senator,CLINTON,Libertarian,219,1.56,42035,
2022,US Senator,COLUMBIA,Libertarian,518,2.09,42037,
2022,US Senator,CRAWFORD,Libertarian,575,1.74,42039,
2022,US Senator,CUMBERLAND,Libertarian,1783,1.54,42041,
2022,US Senator,DAUPHIN,Libertarian,1503,1.31,42043,
2022,US Senator,DELAWARE,Libertarian,3454,1.38,42045,
2022,US Senator,ELK,Libertarian,225,1.65,42047,
2022,US Senator,ERIE,Libertarian,1554,1.47,42049,
2022,US Senator,FAYETTE,Libertarian,438,0.94,42051,
2022,US Senator,FOREST,Libertarian,27,1.24,42053,
2022,US Senator,FRANKLIN,Libertarian,845,1.30,42055,
2022,US Senator,FULTON,Libertarian,74,1.18,42057,
2022,US Senator,GREENE,Libertarian,160,1.22,42059,
2022,US Senator,HUNTINGDON,Libertarian,286,1.57,42061,
2022,US Senator,INDIANA,Libertarian,398,1.22,42063,
2022,US Senator,JEFFERSON,Libertarian,293,1.65,42065,
2022,US Senator,JUNIATA,Libertarian,176,1.81,42067,
2022,US Senator,LACKAWANNA,Libertarian,1020,1.15,42069,
2022,US Senator,LANCASTER,Libertarian,3272,1.46,42071,
2022,US Senator,LAWRENCE,Libertarian,511,1.41,42073,
2022,US Senator,LEBANON,Libertarian,1107,1.96,42075,
2022,US Senator,LEHIGH,Libertarian,2269,1.66,42077,
2022,US Senator,LUZERNE,Libertarian,1662,1.43,42079,
2022,US Senator,LYCOMING,Libertarian,882,1.91,42081,
2022,US Senator,McKEAN,Libertarian,214,1.46,42083,
2022,US Senator,MERCER,Libertarian,673,1.48,42085,
2022,US Senator,MIFFLIN,Libertarian,278,1.66,42087,
2022,US Senator,MONROE,Libertarian,989,1.68,42089,
2022,US Senator,MONTGOMERY,Libertarian,5416,1.31,42091,
2022,US Senator,MONTOUR,Libertarian,154,1.97,42093,
2022,US Senator,NORTHAMPTON,Libertarian,1949,1.50,42095,
2022,US Senator,NORTHUMBERLAND,Libertarian,583,1.77,42097,
2022,US Senator,PERRY,Libertarian,392,1.94,42099,
2022,US Senator,PHILADELPHIA,Libertarian,3718,0.74,42101,
2022,US Senator,PIKE,Libertarian,293,1.16,42103,
2022,US Senator,POTTER,Libertarian,120,1.69,42105,
2022,US Senator,SCHUYLKILL,Libertarian,1214,2.19,42107,
2022,US Senator,SNYDER,Libertarian,239,1.56,42109,
2022,US Senator,SOMERSET,Libertarian,523,1.61,42111,
2022,US Senator,SULLIVAN,Libertarian,65,2.16,42113,
2022,US Senator,SUSQUEHANNA,Libertarian,269,1.55,42115,
2022,US Senator,TIOGA,Libertarian,281,1.69,42117,
2022,US Senator,UNION,Libertarian,210,1.30,42119,
2022,US Senator,VENANGO,Libertarian,385,1.85,42121,
2022,US Senator,WARREN,Libertarian,243,1.51,42123,
2022,US Senator,WASHINGTON,Libertarian,1083,1.15,42125,
2022,US Senator,WAYNE,Libertarian,344,1.51,42127,
2022,US Senator,WESTMORELAND,Libertarian,2057,1.22,42129,
2022,US Senator,WYOMING,Libertarian,215,1.83,42131,
2022,US Senator,YORK,Libertarian,2975,1.59,42133,
2022,Governor,ADAMS,Other,819,1.76,42001,
2022,Governor,ALLEGHENY,Other,9514,1.66,42003,
2022,Governor,ARMSTRONG,Other,515,1.81,42005,
2022,Governor,BEAVER,Other,1568,2.14,42007,
2022,Governor,BEDFORD,Other,301,1.35,42009,
2022,Governor,BERKS,Other,3835,2.50,42011,
2022,Governor,BLAIR,Other,795,1.58,42013,
2022,Governor,BRADFORD,Other,561,2.39,42015,
2022,Governor,BUCKS,Other,5720,1.82,42017,
2022,Governor,BUTLER,Other,1850,1.98,42019,
2022,Governor,CAMBRIA,Other,1015,1.80,42021,
2022,Governor,CAMERON,Other,51,2.70,42023,
2022,Governor,CARBON,Other,578,2.20,42025,
2022,Governor,CENTRE,Other,1163,1.88,42027,
2022,Governor,CHESTER,Other,4644,1.80,42029,
2022,Governor,CLARION,Other,274,1.78,42031,
2022,Governor,CLEARFIELD,Other,560,1.78,42033,
2022,Governor,CLINTON,Other,268,1.90,42035,
2022,Governor,COLUMBIA,Other,596,2.41,42037,
2022,Governor,CRAWFORD,Other,679,2.07,42039,
2022,Governor,CUMBERLAND,Other,2403,2.07,42041,
2022,Governor,DAUPHIN,Other,2233,1.95,42043,
2022,Governor,DELAWARE,Other,3813,1.52,42045,
2022,Governor,ELK,Other,238,1.74,42047,
2022,Governor,ERIE,Other,2085,1.97,42049,
2022,Governor,FAYETTE,Other,592,1.26,42051,
2022,Governor,FOREST,Other,27,1.23,42053,
2022,Governor,FRANKLIN,Other,1007,1.54,42055,
2022,Governor,FULTON,Other,67,1.07,42057,
2022,Governor,GREENE,Other,291,2.21,42059,
2022,Governor,HUNTINGDON,Other,272,1.47,42061,
2022,Governor,INDIANA,Other,531,1.62,42063,
2022,Governor,JEFFERSON,Other,349,1.96,42065,
2022,Governor,JUNIATA,Other,156,1.60,42067,
2022,Governor,LACKAWANNA,Other,1704,1.92,42069,
2022,Governor,LANCASTER,Other,3995,1.78,42071,
2022,Governor,LAWRENCE,Other,660,1.82,42073,
2022,Governor,LEBANON,Other,1089,1.93,42075,
2022,Governor,LEHIGH,Other,2875,2.11,42077,
2022,Governor,LUZERNE,Other,2140,1.84,42079,
2022,Governor,LYCOMING,Other,887,1.92,42081,
2022,Governor,McKEAN,Other,238,1.62,42083,
2022,Governor,MERCER,Other,776,1.71,42085,
2022,Governor,MIFFLIN,Other,268,1.59,42087,
2022,Governor,MONROE,Other,1214,2.06,42089,
2022,Governor,MONTGOMERY,Other,6015,1.46,42091,
2022,Governor,MONTOUR,Other,180,2.29,42093,
2022,Governor,NORTHAMPTON,Other,2704,2.08,42095,
2022,Governor,NORTHUMBERLAND,Other,1805,5.48,42097,
2022,Governor,PERRY,Other,400,1.98,42099,
2022,Governor,PHILADELPHIA,Other,6082,1.22,42101,
2022,Governor,PIKE,Other,423,1.68,42103,
2022,Governor,POTTER,Other,357,5.02,42105,
2022,Governor,SCHUYLKILL,Other,1224,2.21,42107,
2022,Governor,SNYDER,Other,278,1.81,42109,
2022,Governor,SOMERSET,Other,544,1.67,42111,
2022,Governor,SULLIVAN,Other,76,2.51,42113,
2022,Governor,SUSQUEHANNA,Other,395,2.28,42115,
2022,Governor,TIOGA,Other,324,1.95,42117,
2022,Governor,UNION,Other,318,1.97,42119,
2022,Governor,VENANGO,Other,401,1.92,42121,
2022,Governor,WARREN,Other,328,2.04,42123,
2022,Governor,WASHINGTON,Other,1535,1.64,42125,
2022,Governor,WAYNE,Other,409,1.80,42127,
2022,Governor,WESTMORELAND,Other,3012,1.79,42129,
2022,Governor,WYOMING,Other,292,2.48,42131,
2022,Governor,YORK,Other,4205,2.25,42133,
2022,State House Representative,ADAMS,Other,727,1.68,42001,
2022,State House Representative,ALLEGHENY,Other,11219,2.09,42003,
2022,State House Representative,ARMSTRONG,Other,0,0.00,42005,
2022,State House Representative,BEAVER,Other,0,0.00,42007,
2022,State House Representative,BEDFORD,Other,0,0.00,42009,
2022,State House Representative,BERKS,Other,0,0.00,42011,
2022,State House Representative,BLAIR,Other,0,0.00,42013,
2022,State House Representative,BRADFORD,Other,0,0.00,42015,
2022,State House Representative,BUCKS,Other,2233,0.73,42017,
2022,State House Representative,BUTLER,Other,0,0.00,42019,
2022,State House Representative,CAMBRIA,Other,0,0.00,42021,
2022,State House Representative,CAMERON,Other,0,0.00,42023,
2022,State House Representative,CARBON,Other,0,0.00,42025,
2022,State House Representative,CENTRE,Other,0,0.00,42027,
2022,State House Representative,CHESTER,Other,0,0.00,42029,
2022,State House Representative,CLARION,Other,0,0.00,42031,
2022,State House Representative,CLEARFIELD,Other,0,0.00,42033,
2022,State House Representative,CLINTON,Other,0,0.00,42035,
2022,State House Representative,COLUMBIA,Other,2038,8.27,42037,
2022,State House Representative,CRAWFORD,Other,0,0.00,42039,
2022,State House Representative,CUMBERLAND,Other,0,0.00,42041,
2022,State House Representative,DAUPHIN,Other,4857,5.03,42043,
2022,State House Representative,DELAWARE,Other,1152,0.47,42045,
2022,State House Representative,ELK,Other,0,0.00,42047,
2022,State House Representative,ERIE,Other,3394,3.29,42049,
2022,State House Representative,FAYETTE,Other,0,0.00,42051,
2022,State House Representative,FOREST,Other,0,0.00,42053,
2022,State House Representative,FRANKLIN,Other,0,0.00,42055,
2022,State House Representative,FULTON,Other,0,0.00,42057,
2022,State House Representative,GREENE,Other,0,0.00,42059,
2022,State House Representative,HUNTINGDON,Other,0,0.00,42061,
2022,State House Representative,INDIANA,Other,0,0.00,42063,
2022,State House Representative,JEFFERSON,Other,0,0.00,42065,
2022,State House Representative,JUNIATA,Other,0,0.00,42067,
2022,State House Representative,LACKAWANNA,Other,0,0.00,42069,
2022,State House Representative,LANCASTER,Other,6876,3.49,42071,
2022,State House Representative,LAWRENCE,Other,0,0.00,42073,
2022,State House Representative,LEBANON,Other,166,0.30,42075,
2022,State House Representative,LEHIGH,Other,566,0.48,42077,
2022,State House Representative,LUZERNE,Other,0,0.00,42079,
2022,State House Representative,LYCOMING,Other,0,0.00,42081,
2022,State House Representative,McKEAN,Other,0,0.00,42083,
2022,State House Representative,MERCER,Other,0,0.00,42085,
2022,State House Representative,MIFFLIN,Other,0,0.00,42087,
2022,State House Representative,MONROE,Other,1237,2.12,42089,
2022,State House Representative,MONTGOMERY,Other,0,0.00,42091,
2022,State House Representative,MONTOUR,Other,0,0.00,42093,
2022,State House Representative,NORTHAMPTON,Other,0,0.00,42095,
2022,State House Representative,NORTHUMBERLAND,Other,0,0.00,42097,
2022,State House Representative,PERRY,Other,0,0.00,42099,
2022,State House Representative,PHILADELPHIA,Other,2829,0.65,42101,
2022,State House Representative,PIKE,Other,0,0.00,42103,
2022,State House Representative,POTTER,Other,0,0.00,42105,
2022,State House Representative,SCHUYLKILL,Other,0,0.00,42107,
2022,State House Representative,SNYDER,Other,0,0.00,42109,
2022,State House Representative,SOMERSET,Other,0,0.00,42111,
2022,State House Representative,SULLIVAN,Other,0,0.00,42113,
2022,State House Representative,SUSQUEHANNA,Other,0,0.00,42115,
2022,State House Representative,TIOGA,Other,0,0.00,42117,
2022,State House Representative,UNION,Other,0,0.00,42119,
2022,State House Representative,VENANGO,Other,0,0.00,42121,
2022,State House Representative,WARREN,Other,0,0.00,42123,
2022,State House Representative,WASHINGTON,Other,0,0.00,42125,
2022,State House Representative,WAYNE,Other,0,0.00,42127,
2022,State House Representative,WESTMORELAND,Other,0,0.00,42129,
2022,State House Representative,WYOMING,Other,0,0.00,42131,
2022,State House Representative,YORK,Other,901,0.55,42133,
2022,State Senator,ALLEGHENY,Other,0,0.00,42003,
2022,State Senator,BEAVER,Other,0,0.00,42007,
2022,State Senator,BEDFORD,Other,0,0.00,42009,
2022,State Senator,BERKS,Other,0,0.00,42011,
2022,State Senator,BLAIR,Other,0,0.00,42013,
2022,State Senator,BUCKS,Other,1961,0.63,42017,
2022,State Senator,CHESTER,Other,0,0.00,42029,
2022,State Senator,CRAWFORD,Other,0,0.00,42039,
2022,State Senator,CUMBERLAND,Other,0,0.00,42041,
2022,State Senator,DAUPHIN,Other,0,0.00,42043,
2022,State Senator,DELAWARE,Other,0,0.00,42045,
2022,State Senator,FAYETTE,Other,0,0.00,42051,
2022,State Senator,FULTON,Other,0,0.00,42057,
2022,State Senator,GREENE,Other,0,0.00,42059,
2022,State Senator,HUNTINGDON,Other,0,0.00,42061,
2022,State Senator,JUNIATA,Other,0,0.00,42067,
2022,State Senator,LACKAWANNA,Other,0,0.00,42069,
2022,State Senator,LANCASTER,Other,0,0.00,42071,
2022,State Senator,LAWRENCE,Other,0,0.00,42073,
2022,State Senator,LEBANON,Other,0,0.00,42075,
2022,State Senator,LEHIGH,Other,0,0.00,42077,
2022,State Senator,LUZERNE,Other,0,0.00,42079,
2022,State Senator,MERCER,Other,0,0.00,42085,
2022,State Senator,MIFFLIN,Other,0,0.00,42087,
2022,State Senator,MONROE,Other,0,0.00,42089,
2022,State Senator,MONTGOMERY,Other,0,0.00,42091,
2022,State Senator,NORTHAMPTON,Other,0,0.00,42095,
2022,State Senator,PERRY,Other,0,0.00,42099,
2022,State Senator,PHILADELPHIA,Other,0,0.00,42101,
2022,State Senator,PIKE,Other,0,0.00,42103,
2022,State Senator,SOMERSET,Other,0,0.00,42111,
2022,State Senator,SUSQUEHANNA,Other,0,0.00,42115,
2022,State Senator,WASHINGTON,Other,0,0.00,42125,
2022,State Senator,WAYNE,Other,0,0.00,42127,
2022,State Senator,WESTMORELAND,Other,0,0.00,42129,
2022,State Senator,WYOMING,Other,0,0.00,42131,
2022,State Senator,YORK,Other,0,0.00,42133,
2022,US Congress,ADAMS,Other,0,0.00,42001,
2022,US Congress,ALLEGHENY,Other,0,0.00,42003,
2022,US Congress,ARMSTRONG,Other,0,0.00,42005,
2022,US Congress,BEAVER,Other,0,0.00,42007,
2022,US Congress,BEDFORD,Other,0,0.00,42009,
2022,US Congress,BERKS,Other,0,0.00,42011,
2022,US Congress,BLAIR,Other,0,0.00,42013,
2022,US Congress,BRADFORD,Other,0,0.00,42015,
2022,US Congress,BUCKS,Other,0,0.00,42017,
2022,US Congress,BUTLER,Other,0,0.00,42019,
2022,US Congress,CAMBRIA,Other,0,0.00,42021,
2022,US Congress,CAMERON,Other,0,0.00,42023,
2022,US Congress,CARBON,Other,0,0.00,42025,
2022,US Congress,CENTRE,Other,0,0.00,42027,
2022,US Congress,CHESTER,Other,0,0.00,42029,
2022,US Congress,CLARION,Other,0,0.00,42031,
2022,US Congress,CLEARFIELD,Other,0,0.00,42033,
2022,US Congress,CLINTON,Other,0,0.00,42035,
2022,US Congress,COLUMBIA,Other,0,0.00,42037,
2022,US Congress,CRAWFORD,Other,0,0.00,42039,
2022,US Congress,CUMBERLAND,Other,0,0.00,42041,
2022,US Congress,DAUPHIN,Other,0,0.00,42043,
2022,US Congress,DELAWARE,Other,0,0.00,42045,
2022,US Congress,ELK,Other,0,0.00,42047,
2022,US Congress,ERIE,Other,0,0.00,42049,
2022,US Congress,FAYETTE,Other,0,0.00,42051,
2022,US Congress,FOREST,Other,0,0.00,42053,
2022,US Congress,FRANKLIN,Other,0,0.00,42055,
2022,US Congress,FULTON,Other,0,0.00,42057,
2022,US Congress,GREENE,Other,0,0.00,42059,
2022,US Congress,HUNTINGDON,Other,0,0.00,42061,
2022,US Congress,INDIANA,Other,0,0.00,42063,
2022,US Congress,JEFFERSON,Other,0,0.00,42065,
2022,US Congress,JUNIATA,Other,0,0.00,42067,
2022,US Congress,LACKAWANNA,Other,0,0.00,42069,
2022,US Congress,LANCASTER,Other,0,0.00,42071,
2022,US Congress,LAWRENCE,Other,0,0.00,42073,
2022,US Congress,LEBANON,Other,0,0.00,42075,
2022,US Congress,LEHIGH,Other,0,0.00,42077,
2022,US Congress,LUZERNE,Other,0,0.00,42079,
2022,US Congress,LYCOMING,Other,0,0.00,42081,
2022,US Congress,McKEAN,Other,0,0.00,42083,
2022,US Congress,MERCER,Other,0,0.00,42085,
2022,US Congress,MIFFLIN,Other,0,0.00,42087,
2022,US Congress,MONROE,Other,0,0.00,42089,
2022,US Congress,MONTGOMERY,Other,0,0.00,42091,
2022,US Congress,MONTOUR,Other,0,0.00,42093,
2022,US Congress,NORTHAMPTON,Other,0,0.00,42095,
2022,US Congress,NORTHUMBERLAND,Other,0,0.00,42097,
2022,US Congress,PERRY,Other,0,0.00,42099,
2022,US Congress,PHILADELPHIA,Other,12820,2.72,42101,
2022,US Congress,PIKE,Other,0,0.00,42103,
2022,US Congress,POTTER,Other,0,0.00,42105,
2022,US Congress,SCHUYLKILL,Other,0,0.00,42107,
2022,US Congress,SNYDER,Other,0,0.00,42109,
2022,US Congress,SOMERSET,Other,0,0.00,42111,
2022,US Congress,SULLIVAN,Other,0,0.00,42113,
2022,US Congress,SUSQUEHANNA,Other,0,0.00,42115,
2022,US Congress,TIOGA,Other,0,0.00,42117,
2022,US Congress,UNION,Other,0,0.00,42119,
2022,US Congress,VENANGO,Other,0,0.00,42121,
2022,US Congress,WARREN,Other,0,0.00,42123,
2022,US Congress,WASHINGTON,Other,0,0.00,42125,
2022,US Congress,WAYNE,Other,0,0.00,42127,
2022,US Congress,WESTMORELAND,Other,0,0.00,42129,
2022,US Congress,WYOMING,Other,0,0.00,42131,
2022,US Congress,YORK,Other,0,0.00,42133,
2022,US Senator,ADAMS,Other,1284,2.77,42001,
2022,US Senator,ALLEGHENY,Other,9204,1.60,42003,
2022,US Senator,ARMSTRONG,Other,773,2.72,42005,
2022,US Senator,BEAVER,Other,1979,2.69,42007,
2022,US Senator,BEDFORD,Other,491,2.21,42009,
2022,US Senator,BERKS,Other,5414,3.53,42011,
2022,US Senator,BLAIR,Other,1243,2.48,42013,
2022,US Senator,BRADFORD,Other,816,3.48,42015,
2022,US Senator,BUCKS,Other,8434,2.68,42017,
2022,US Senator,BUTLER,Other,2246,2.41,42019,
2022,US Senator,CAMBRIA,Other,1652,2.93,42021,
2022,US Senator,CAMERON,Other,92,4.88,42023,
2022,US Senator,CARBON,Other,891,3.40,42025,
2022,US Senator,CENTRE,Other,1562,2.52,42027,
2022,US Senator,CHESTER,Other,6384,2.47,42029,
2022,US Senator,CLARION,Other,424,2.76,42031,
2022,US Senator,CLEARFIELD,Other,918,2.92,42033,
2022,US Senator,CLINTON,Other,476,3.40,42035,
2022,US Senator,COLUMBIA,Other,892,3.60,42037,
2022,US Senator,CRAWFORD,Other,960,2.91,42039,
2022,US Senator,CUMBERLAND,Other,2986,2.58,42041,
2022,US Senator,DAUPHIN,Other,2706,2.36,42043,
2022,US Senator,DELAWARE,Other,5746,2.29,42045,
2022,US Senator,ELK,Other,425,3.12,42047,
2022,US Senator,ERIE,Other,2823,2.67,42049,
2022,US Senator,FAYETTE,Other,859,1.83,42051,
2022,US Senator,FOREST,Other,54,2.47,42053,
2022,US Senator,FRANKLIN,Other,1683,2.58,42055,
2022,US Senator,FULTON,Other,122,1.95,42057,
2022,US Senator,GREENE,Other,349,2.67,42059,
2022,US Senator,HUNTINGDON,Other,564,3.09,42061,
2022,US Senator,INDIANA,Other,768,2.34,42063,
2022,US Senator,JEFFERSON,Other,512,2.88,42065,
2022,US Senator,JUNIATA,Other,352,3.62,42067,
2022,US Senator,LACKAWANNA,Other,1920,2.16,42069,
2022,US Senator,LANCASTER,Other,5118,2.28,42071,
2022,US Senator,LAWRENCE,Other,917,2.53,42073,
2022,US Senator,LEBANON,Other,1773,3.14,42075,
2022,US Senator,LEHIGH,Other,3986,2.92,42077,
2022,US Senator,LUZERNE,Other,2841,2.44,42079,
2022,US Senator,LYCOMING,Other,1489,3.22,42081,
2022,US Senator,McKEAN,Other,440,3.00,42083,
2022,US Senator,MERCER,Other,1223,2.70,42085,
2022,US Senator,MIFFLIN,Other,557,3.32,42087,
2022,US Senator,MONROE,Other,1733,2.95,42089,
2022,US Senator,MONTGOMERY,Other,9670,2.34,42091,
2022,US Senator,MONTOUR,Other,292,3.73,42093,
2022,US Senator,NORTHAMPTON,Other,3562,2.74,42095,
2022,US Senator,NORTHUMBERLAND,Other,1091,3.32,42097,
2022,US Senator,PERRY,Other,629,3.11,42099,
2022,US Senator,PHILADELPHIA,Other,7902,1.58,42101,
2022,US Senator,PIKE,Other,583,2.31,42103,
2022,US Senator,POTTER,Other,207,2.91,42105,
2022,US Senator,SCHUYLKILL,Other,2166,3.91,42107,
2022,US Senator,SNYDER,Other,459,2.99,42109,
2022,US Senator,SOMERSET,Other,904,2.78,42111,
2022,US Senator,SULLIVAN,Other,124,4.11,42113,
2022,US Senator,SUSQUEHANNA,Other,546,3.15,42115,
2022,US Senator,TIOGA,Other,541,3.25,42117,
2022,US Senator,UNION,Other,444,2.76,42119,
2022,US Senator,VENANGO,Other,671,3.22,42121,
2022,US Senator,WARREN,Other,497,3.09,42123,
2022,US Senator,WASHINGTON,Other,1815,1.93,42125,
2022,US Senator,WAYNE,Other,618,2.72,42127,
2022,US Senator,WESTMORELAND,Other,3531,2.10,42129,
2022,US Senator,WYOMING,Other,382,3.24,42131,
2022,US Senator,YORK,Other,4991,2.68,42133,
2022,Governor,ADAMS,Republican,26819,57.73,42001,
2022,Governor,ALLEGHENY,Republican,169913,29.66,42003,
2022,Governor,ARMSTRONG,Republican,18419,64.73,42005,
2022,Governor,BEAVER,Republican,34777,47.47,42007,
2022,Governor,BEDFORD,Republican,17198,77.40,42009,
2022,Governor,BERKS,Republican,71823,46.81,42011,
2022,Governor,BLAIR,Republican,31823,63.22,42013,
2022,Governor,BRADFORD,Republican,15529,66.14,42015,
2022,Governor,BUCKS,Republican,122981,39.16,42017,
2022,Governor,BUTLER,Republican,51546,55.15,42019,
2022,Governor,CAMBRIA,Republican,32381,57.53,42021,
2022,Governor,CAMERON,Republican,1200,63.49,42023,
2022,Governor,CARBON,Republican,14943,56.90,42025,
2022,Governor,CENTRE,Republican,25201,40.64,42027,
2022,Governor,CHESTER,Republican,92585,35.88,42029,
2022,Governor,CLARION,Republican,10019,65.03,42031,
2022,Governor,CLEARFIELD,Republican,20525,65.34,42033,
2022,Governor,CLINTON,Republican,8512,60.48,42035,
2022,Governor,COLUMBIA,Republican,13959,56.51,42037,
2022,Governor,CRAWFORD,Republican,19541,59.52,42039,
2022,Governor,CUMBERLAND,Republican,52280,45.07,42041,
2022,Governor,DAUPHIN,Republican,43580,38.10,42043,
2022,Governor,DELAWARE,Republican,76880,30.65,42045,
2022,Governor,ELK,Republican,8597,62.85,42047,
2022,Governor,ERIE,Republican,40433,38.29,42049,
2022,Governor,FAYETTE,Republican,26165,55.82,42051,
2022,Governor,FOREST,Republican,1340,61.13,42053,
2022,Governor,FRANKLIN,Republican,42731,65.39,42055,
2022,Governor,FULTON,Republican,5092,80.99,42057,
2022,Governor,GREENE,Republican,7706,58.65,42059,
2022,Governor,HUNTINGDON,Republican,12579,68.19,42061,
2022,Governor,INDIANA,Republican,19179,58.58,42063,
2022,Governor,JEFFERSON,Republican,12433,69.77,42065,
2022,Governor,JUNIATA,Republican,6851,70.14,42067,
2022,Governor,LACKAWANNA,Republican,32697,36.80,42069,
2022,Governor,LANCASTER,Republican,112040,49.96,42071,
2022,Governor,LAWRENCE,Republican,19611,54.03,42073,
2022,Governor,LEBANON,Republican,31731,56.19,42075,
2022,Governor,LEHIGH,Republican,53468,39.22,42077,
2022,Governor,LUZERNE,Republican,56326,48.53,42079,
2022,Governor,LYCOMING,Republican,29755,64.29,42081,
2022,Governor,McKEAN,Republican,10082,68.53,42083,
2022,Governor,MERCER,Republican,26273,57.96,42085,
2022,Governor,MIFFLIN,Republican,11460,68.02,42087,
2022,Governor,MONROE,Republican,25604,43.52,42089,
2022,Governor,MONTGOMERY,Republican,121289,29.37,42091,
2022,Governor,MONTOUR,Republican,4037,51.38,42093,
2022,Governor,NORTHAMPTON,Republican,54928,42.28,42095,
2022,Governor,NORTHUMBERLAND,Republican,19094,57.95,42097,
2022,Governor,PERRY,Republican,12928,63.87,42099,
2022,Governor,PHILADELPHIA,Republican,65293,13.10,42101,
2022,Governor,PIKE,Republican,14371,57.18,42103,
2022,Governor,POTTER,Republican,5235,73.68,42105,
2022,Governor,SCHUYLKILL,Republican,33008,59.54,42107,
2022,Governor,SNYDER,Republican,10215,66.50,42109,
2022,Governor,SOMERSET,Republican,22559,69.25,42111,
2022,Governor,SULLIVAN,Republican,1923,63.61,42113,
2022,Governor,SUSQUEHANNA,Republican,11153,64.41,42115,
2022,Governor,TIOGA,Republican,11840,71.08,42117,
2022,Governor,UNION,Republican,8897,55.22,42119,
2022,Governor,VENANGO,Republican,12741,60.91,42121,
2022,Governor,WARREN,Republican,9704,60.41,42123,
2022,Governor,WASHINGTON,Republican,47052,50.26,42125,
2022,Governor,WAYNE,Republican,13868,60.98,42127,
2022,Governor,WESTMORELAND,Republican,87804,52.27,42129,
2022,Governor,WYOMING,Republican,6966,59.15,42131,
2022,Governor,YORK,Republican,98622,52.89,42133,
2022,State House Representative,ADAMS,Republican,32636,75.22,42001,
2022,State House Representative,ALLEGHENY,Republican,168200,31.35,42003,
2022,State House Representative,ARMSTRONG,Republican,22741,83.98,42005,
2022,State House Representative,BEAVER,Republican,44807,64.64,42007,
2022,State House Representative,BEDFORD,Republican,19979,100.00,42009,
2022,State House Representative,BERKS,Republican,93862,71.85,42011,
2022,State House Representative,BLAIR,Republican,40156,88.65,42013,
2022,State House Representative,BRADFORD,Republican,20751,100.00,42015,
2022,State House Representative,BUCKS,Republican,138693,45.34,42017,
2022,State House Representative,BUTLER,Republican,68415,84.31,42019,
2022,State House Representative,CAMBRIA,Republican,37313,72.53,42021,
2022,State House Representative,CAMERON,Republican,1691,100.00,42023,
2022,State House Representative,CARBON,Republican,18633,72.12,42025,
2022,State House Representative,CENTRE,Republican,28561,46.59,42027,
2022,State House Representative,CHESTER,Republican,112964,43.99,42029,
2022,State House Representative,CLARION,Republican,13363,100.00,42031,
2022,State House Representative,CLEARFIELD,Republican,25866,89.45,42033,
2022,State House Representative,CLINTON,Republican,9494,67.82,42035,
2022,State House Representative,COLUMBIA,Republican,15495,62.88,42037,
2022,State House Representative,CRAWFORD,Republican,24309,77.95,42039,
2022,State House Representative,CUMBERLAND,Republican,66764,58.94,42041,
2022,State House Representative,DAUPHIN,Republican,56310,58.36,42043,
2022,State House Representative,DELAWARE,Republican,88201,35.84,42045,
2022,State House Representative,ELK,Republican,10239,75.13,42047,
2022,State House Representative,ERIE,Republican,38958,37.71,42049,
2022,State House Representative,FAYETTE,Republican,31345,79.13,42051,
2022,State House Representative,FOREST,Republican,1901,100.00,42053,
2022,State House Representative,FRANKLIN,Republican,53094,96.00,42055,
2022,State House Representative,FULTON,Republican,5693,100.00,42057,
